"Declaration Date","Incident Begin Date","Incident End Date","Declaration Type","State Name","Incident Type","Closeout Date","Region","State","County","City","Zip Code","Total Damage","Total Approved IHP Amount of Owner","Repair/Replace Amount of Owner","Rental Amount of Owner","Other Needs Amount of Owner","Total Approved IHP Amount of Renter","Repair/Replace Amount of Renter","Rental Amount of Renter","Other Needs Amount of Renter","lat","lon","Total_Support_Provided","Total_IHP_Approved_Amount","Support_Efficiency"
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Mobile","GRAND BAY",36541,4533446.61,3866434.7,1458696.93,407662.39,945299.39,9600.47,0,4967.94,2632.53,30.4763084,-88.3422303,2819259.18,3876035.17,1056775
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Mobile","IRVINGTON",36544,2325100.13,2104654.72,628597.93,171041.48,634023.69,485274.09,0,73151.94,124122.15,30.5072344,-88.2242084,1630937.19,2589928.81,958991
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Mobile","MOBILE",36601,14720.72,26398.26,6757.31,4080,7560.95,35254.58,0,1537,3717.58,30.69595,-88.04373,23652.84,61652.84,37999
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Mobile","MOBILE",36602,16057.55,13786.32,6989.87,0,796.45,119319.9,0,13356,25963.9,30.7058829,-88.038754,47106.22,133106.22,86000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Mobile","MOBILE",36603,1603005.66,1603650.59,575977.7,271999.7,333541.76,3370330.45,0,594685.1,1474403.89,30.6628121,-88.0411993,3250608.15,4973981.04,1723372
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Mobile","MOBILE",36604,829125.83,712199.04,199731.18,67735,188732.86,1395930.08,0,249707,260307.94,30.6804215,-88.0656445,966213.98,2108129.12,1141915
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Mobile","MOBILE",36605,17258852.36,8062165.76,2912499.42,1111779.16,1893556.88,8255593.09,14698.06,1727768.31,3163403.4,30.6614792,-88.0721215,10823705.23,16317758.85,5494053
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Mobile","MOBILE",36606,1686339.92,1477136.86,344091.35,146924.63,419218.36,2387475.9,0,475228.93,621401.8,30.6809949,-88.1047287,2006865.07,3864612.76,1857747
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Mobile","MOBILE",36607,466542.12,619627.16,181914.95,87866.52,143845.69,766118.31,0,164295,179094.06,30.7041262,-88.1144943,757016.22,1385745.47,628729
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Mobile","MOBILE",36608,2420510.51,2012394.65,440104.76,174991.7,771298.19,1891776.13,2637.94,301937,397363.79,30.6784935,-88.3433623,2088333.38,3904170.78,1815837
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Mobile","MOBILE",36609,919930.12,899679.05,106036.41,38184,415270.2,1576814.83,0,186861,303953.83,30.6587002,-88.1535352,1050305.44,2476493.88,1426188
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Mobile","MOBILE",36610,1084596.81,1310636.31,427494.65,165892,163357.76,2423083.91,2874.48,408128.5,431239.15,30.7320694,-88.0607565,1598986.54,3733720.22,2134733
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Mobile","MOBILE",36611,634178.11,372715.24,99990.61,49395,95329.63,235419.1,0,23944,75475.1,30.7722088,-88.055868,344134.34,608134.34,264000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Mobile","MOBILE",36612,348647.5,566268.62,197448.13,80310.4,60048.66,655291.24,0,158161,100940.45,30.7529303,-88.1120531,596908.64,1221559.86,624651
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Mobile","MOBILE",36613,20273.49,41359.67,9848.74,12366,3144.93,25039.14,0,2707,2332.14,30.8143093,-88.1876676,30398.81,66398.81,36000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Mobile","MOBILE",36614,733.58,0,0,0,0,2000,0,0,0,30.6953657,-88.0398912,0,2000,2000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Mobile","MOBILE",36615,0,0,0,0,0,79502.98,0,4277,9225.98,30.6344297,-88.0656445,13502.98,79502.98,66000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Mobile","MOBILE",36616,0,0,0,0,0,2605.2,0,0,605.2,30.69,-88.04,605.2,2605.2,1999
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Mobile","MOBILE",36617,1951613.5,2198299.9,798496.38,313670,313693.48,2740030.22,3363.76,505516.8,766450.55,30.7153357,-88.0949609,2701190.97,4938330.12,2237139
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Mobile","MOBILE",36618,1692176.65,1519171.47,354426.53,47431,555313.94,925519.07,0,125309,282210.07,30.7337593,-88.1779182,1364690.54,2444690.54,1080000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Mobile","MOBILE",36619,7769288.14,3228028.25,1107659.98,373466,1030902.27,665851.86,0,143694.8,254157.06,30.5960565,-88.1974148,2909880.11,3893880.11,984000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Marengo","THOMASTON",36783,21553.07,19256.37,12024.52,1104,4127.85,2054.36,0,736,1318.36,32.2665312,-87.6252826,19310.73,21310.73,1999
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Marengo","THOMASVILLE",36784,10672.26,6666.29,3869.84,0,796.45,1394.4,0,1080,314.4,31.9134859,-87.7358366,6060.69,8060.69,2000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Mobile","AXIS",36505,156970.3,181623.88,27604.48,16479,79540.4,52718.82,0,7607,19111.82,30.9297926,-88.0272647,150342.7,234342.7,84000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Mobile","BAYOU LABATRE",36509,23381.75,19424.29,5200,0,12224.29,14687.91,0,2823,9864.91,30.4069515,-88.2607188,30112.2,34112.2,3999
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Mobile","BAYOU LA BATRE",36509,10524455.06,5348631.75,1763178.02,560716.93,2218169.92,2870231.94,5200,422570.6,1877948.76,30.4069515,-88.2607188,6847784.23,8218863.69,1371079
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Mobile","BUCKS",36512,22295.79,20951.91,10954.36,3147,4850.55,9798,0,1472,4326,31.0097328,-88.0248275,24749.91,30749.91,6000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Mobile","MOBILE",36688,2069.95,0,0,0,0,13346.45,0,0,3346.45,30.6954595,-88.174414,3346.45,13346.45,10000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Mobile","MOBILE",36689,0,2000,0,0,0,0,0,0,0,30.6758871,-88.1837629,0,2000,2000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Mobile","MOBILE",36690,1941.99,0,0,0,0,2000,0,0,0,30.6953657,-88.0398912,0,2000,2000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Mobile","MOBILE",36693,2025857.77,1166089.59,232031.13,74712,581346.46,665395.8,0,108549,168399.13,30.6182423,-88.1388989,1165037.72,1831485.39,666447
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Mobile","MOBILE",36695,3249991.19,2424044.47,370392.55,77322,1261667.12,755322.64,884.09,108073,156365.55,30.620114,-88.2753144,1974704.31,3179367.11,1204662
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Mobile","MOBILE",36605,828.13,2796.45,0,0,796.45,8255593.09,14698.06,1727768.31,3163403.4,30.6614792,-88.0721215,4906666.22,8258389.54,3351723
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Mobile","MOUNT VERNON",36560,945840.9,1073559.28,321346.12,199605,238108.9,209766.56,0,57945,57821.56,31.0851775,-88.0133325,874826.58,1283325.84,408499
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Mobile","PRICHARD",36610,568720.52,861410.9,265018.95,123299,120899.15,1169000.35,0,256767,177993.95,30.7320694,-88.0607565,943978.05,2030411.25,1086433
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Mobile","PRITCHARD",36610,288.74,0,0,0,0,2000,0,0,0,30.7320694,-88.0607565,0,2000,2000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Mobile","SAINT ELMO",36568,199995.45,228338.23,83447.27,40581,36309.96,56089.81,0,14366,5723.81,30.5043833,-88.2520335,180428.04,284428.04,104000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Mobile","SARALAND",36571,1604254.78,1470369.72,333561.33,136078,628144.15,674604.85,0,136822,267782.85,30.8242537,-88.0803051,1502388.33,2144974.57,642586
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Mobile","SATSUMA",36572,393750.49,437224.98,46640.86,10718,221866.12,113479.28,0,25504,35081.56,30.8525939,-88.055868,339810.54,550704.26,210893
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Mobile","SEMMES",36575,2360595.68,1817836.06,443537.32,88149,814149.74,422285.95,10500,80718,115067.95,30.7694252,-88.2655845,1552122.01,2240122.01,688000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Mobile","THEODORE",36582,8572518.9,4032834.95,1312258.95,465465.42,1136804.18,1536465.54,5714.72,337076.53,390682.39,30.5549276,-88.17925,3648002.19,5569300.49,1921298
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Baldwin","MOBILE",36609,0,2000,0,0,0,0,0,0,0,30.6587002,-88.1535352,0,2000,2000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Baldwin","MONTROSE",36559,200403.55,65020.88,18271.91,12699,18049.97,7122,0,1122,0,30.5656439,-87.9013744,50142.88,72142.88,22000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Baldwin","ORANGE BEACH",36561,169593.67,100367.2,44022.07,2928,21417.13,59724.84,0,29264,6460.84,30.2864876,-87.5692461,104092.04,160092.04,55999
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Baldwin","PERDIDO",36562,44380.59,40796.15,19794.66,1464,5537.49,1808.98,0,0,1808.98,31.0076815,-87.6272089,28605.13,42605.13,14000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Baldwin","POINT CLEAR",36564,539210.01,183424.08,67137.52,29655,11807.52,28770.69,0,12309,461.69,30.4722614,-87.9052171,121370.73,212194.77,90824
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Baldwin","ROBERTSDALE",36567,250431.64,193614.54,87141.18,18750,53581.11,66106.07,0,19460,16646.07,30.5457158,-87.7084037,195578.36,259720.61,64142
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Baldwin","SEMINOLE",36574,80872.85,50325.35,32767.73,8502,5055.62,4262.38,0,0,2262.38,30.5151954,-87.4738692,48587.73,54587.73,6000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Baldwin","SILVERHILL",36576,63967.01,57243.01,27095.91,3672,14475.1,22706.06,0,5034,7672.06,30.5454715,-87.7516559,57949.07,79949.07,22000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Pickens","MC SHAN",35471,3391.28,8933.28,2841.29,1542,549.99,2000,0,0,0,33.38,-88.14,4933.28,10933.28,6000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Pickens","REFORM",35481,78494.42,77932.19,34080.92,9360,14491.27,2429.13,0,770,1659.13,33.378451,-88.0153008,60361.32,80361.32,20000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Sumter","ALICEVILLE",35442,4589.22,11183.87,2196.87,987,0,6150,0,0,150,33.1295681,-88.1514166,3333.87,17333.87,14000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Sumter","BELLAMY",36901,28072.57,36935.04,15245.59,0,3689.45,18253.71,0,1645,608.71,32.4490002,-88.1331964,21188.75,55188.75,34000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Sumter","CUBA",36907,178527.29,225001.57,89102.46,30569,25330.11,48780.01,0,6131,8649.01,32.4281952,-88.3764211,159781.58,273781.58,114000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Sumter","EMELLE",35459,48009.83,56461.91,23968.45,3717,6776.46,18923.93,361.88,4083,2479.05,32.7292998,-88.3144755,41385.84,75385.84,33999
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Sumter","EPES",35460,205728.83,126546.13,53163.75,21258,12124.38,17158.7,0,0,1158.7,32.6904114,-88.1261339,87704.83,143704.83,56000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Sumter","GAINESVILLE",35464,29541.59,48191.27,19401.66,7710,3079.61,28155.76,0,2570,3585.76,32.8209639,-88.158914,36347.03,76347.03,40000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Sumter","LIVINGSTON",35470,340053.16,387575.39,136125.94,59249.38,70200.07,86757.19,0,16456,14301.19,32.5843025,-88.1872475,296332.58,474332.58,178000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Mobile","MOBILE",36633,8764.71,16940.54,5200,1683,4057.54,0,0,0,0,30.7,-88.04,10940.54,16940.54,6000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Mobile","MOBILE",36641,2228.36,2000,0,0,0,1012.53,0,0,1012.53,30.69,-88.06,1012.53,3012.53,1999
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Mobile","MOBILE",36652,0,0,0,0,0,2000,0,0,0,30.69595,-88.04373,0,2000,2000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Mobile","MOBILE",36685,0,2000,0,0,0,1012.53,0,0,1012.53,30.69,-88.04,1012.53,3012.53,1999
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Tuscaloosa","COKER",35452,33940.11,20030.89,10913.66,1326,5791.23,796.45,0,0,796.45,33.2459512,-87.6877882,18827.34,20827.34,2000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Tuscaloosa","COTTONDALE",35453,12804.2,17368,4282.47,3426,5659.53,4150,0,0,150,33.189202,-87.4565956,13518,21518,8000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Tuscaloosa","DUNCANVILLE",35456,3810.74,2000,0,0,0,2000,0,0,0,33.0629743,-87.4465486,0,4000,4000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Tuscaloosa","FOSTERS",35463,6384.13,6556.88,963.98,0,1592.9,2000,0,0,0,33.0948441,-87.6858428,2556.88,8556.88,6000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Tuscaloosa","NORTHPORT",35473,42142.32,43585.93,15399.86,13995,4191.07,2000,0,0,0,33.2692083,-87.5890092,33585.93,45585.93,12000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Tuscaloosa","NORTHPORT",35476,9482.07,11711.09,1711.09,0,0,5938.45,0,1142,796.45,33.2300079,-87.5939487,3649.54,17649.54,14000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Clarke","THOMASVILLE",36784,484779.62,715880.78,292863.3,183863,77154.48,243015.26,1261.06,52545,57209.2,31.9134859,-87.7358366,664896.04,958896.04,294000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Clarke","WHATLEY",36482,286595.34,412027.56,217827.1,111332,28868.46,40464.82,0,17124,5340.82,31.6507136,-87.7049967,380492.38,452492.38,72000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Greene","BOLIGEE",35443,162376.03,294520.38,83991.68,45237,17291.7,69108.42,0,9966,1142.42,32.7559654,-88.0289072,157628.8,363628.8,205999
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Greene","CLINTON",35448,1438.38,4309.38,1438.38,2871,0,2000,0,0,0,32.9148087,-87.9929716,4309.38,6309.38,2000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Greene","EUTAW",35462,252203.77,337364.43,113317.78,63227,44819.65,103283.53,0,17578,29705.53,32.8406848,-87.8875145,268647.96,440647.96,172000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Greene","FORKLAND",36740,138084.73,159528.72,43758.77,22081,11688.95,14951.73,0,3484,1467.73,32.6481893,-87.8833475,82480.45,174480.45,92000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Greene","GAINESVILLE",35464,5928.24,9362.7,4753.99,0,608.71,2000,0,0,0,32.8209639,-88.158914,5362.7,11362.7,6000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Greene","KNOXVILLE",35469,6589.69,15387.97,6102.97,3285,0,8085,0,2085,0,33.0491169,-87.8451527,11472.97,23472.97,12000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Greene","RALPH",35480,2287.17,2287.17,2287.17,0,0,2000,0,0,0,33.0420679,-87.7689003,2287.17,4287.17,2000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Greene","WEST GREENE",35491,1607.87,2673.21,2673.21,0,0,2000,0,0,0,32.9236482,-88.0851847,2673.21,4673.21,2000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Hale","AKRON",35441,18820.15,14766.97,11256.2,0,1510.77,6942.4,0,0,942.4,32.8765165,-87.7425105,13709.37,21709.37,7999
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Hale","FAUNSDALE",36738,1657.17,592.98,592.98,0,0,2000,0,0,0,32.4598585,-87.5938938,592.98,2592.98,2000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Washington","MC INTOSH",36553,992075.26,988943.34,334169.86,142305,244468.48,161016.83,901.89,24523,43591.94,31.2662818,-88.0313903,789960.17,1149960.17,360000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Washington","MILLRY",36558,697781.39,642865.35,245991.13,30415,212369.55,37450.46,676.92,5880,12893.54,31.6340496,-88.3133487,508226.14,680315.81,172089
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Washington","SAINT STEPHENS",36569,55639.77,55343.43,15376.59,5019,16947.84,7082.06,0,686,2396.06,31.5421917,-88.0559866,40425.49,62425.49,22000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Washington","SUNFLOWER",36581,55478.93,46712.8,21511.18,7245,3956.62,2000,0,0,0,31.3822533,-88.0083009,32712.8,48712.8,16000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Washington","TIBBIE",36583,239693.93,128108.93,52507.1,8421,39180.83,15186.49,0,9110,4076.49,31.3621128,-88.2486215,113295.42,143295.42,29999
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Washington","VINEGAR BEND",36584,384656.44,309120.91,168781.26,24874.23,79465.42,4559.89,0,784,1775.89,31.2637726,-88.3447692,275680.8,313680.8,37999
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Washington","WAGARVILLE",36585,95699.74,109181.06,49010.92,11904,24266.14,11173.35,0,784,2389.35,31.4362772,-88.0283357,88354.41,120354.41,32000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"MS","Montgomery","GULFPORT",39503,0,0,0,0,0,2000,0,0,0,30.4560609,-89.1515476,0,2000,2000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Choctaw","BUTLER",36904,394096.18,309067.9,79763.41,12222,101475.39,44561.02,0,2709,7852.02,32.0895908,-88.2219652,204021.82,353628.92,149607
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Choctaw","GILBERTOWN",36908,182895.46,195163.82,36304.22,0,96725.2,37002.09,0,0,11002.09,31.8770975,-88.3214089,144031.51,232165.91,88134
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Choctaw","LISMAN",36912,174500.46,206157.91,56088.06,7854,50215.85,39904.85,0,3969,5935.85,32.1687554,-88.2825251,124062.76,246062.76,122000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Choctaw","MILLRY",36558,11910.56,7600.04,1401.71,0,4198.33,9333.09,0,0,7333.09,31.6340496,-88.3133487,12933.13,16933.13,4000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Choctaw","NEEDHAM",36915,120491.88,168082.45,53320.35,44520,38242.1,22287.45,0,5341,946.45,31.9879272,-88.3366906,142369.9,190369.9,48000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Choctaw","PENNINGTON",36916,24978.09,62855.34,8973.8,8883,12998.54,16784,0,784,0,32.2070888,-88.0561287,31639.34,79639.34,48000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Tuscaloosa","BROOKWOOD",35444,2398.9,3804.88,1289.25,0,515.63,0,0,0,0,33.2556719,-87.3208336,1804.88,3804.88,2000
